id;assessmentDate;assessmentRound;assessedBy;approvedBy;documentationScreening;documentationPopulationReduction;documentationGeographicExtent;documentationPopulationSize;documentationQuantitativeAnalysis;scientificName;vernacularName;population;taxonID;scientificNameAuthorship;family;order;speciesGroup;redlistCategory;redlistCategoryCriteria;redlistCategoryUpDownListing;habitat.ecosystems;habitat.overallHabitatTypes;habitat.specificHabitatTypes;habitat.overallSubstrates;habitat.substrates;habitat.diets;habitat.dietsSpecies;habitat.dietsGenera;humidity.min;humidity.max;reaction.min;reaction.max;nutrient.min;nutrient.max;salinity.min;salinity.max;lightCondition.min;lightCondition.max;temperature.min;temperature.max;disturbance.min;disturbance.max;geography.extentOfOccurrence;geography.areaOfOccurrence;geography.numberOfLocations;geography.fragmented;reduction.amount;reduction.timespan;population.matureIndividuals;quantitativeAnalysis;additionalInformation.yearOfFirstRecord;additionalInformation.yearOfMostRecentRecord;additionalInformation.trend;extended.historicNumberOfLocalities;extended.historicTrendDescription;extended.native;extended.geographicExtentCrossesRegion;extended.threats;extended.overallThreats;extended.nationalDistribution;extended.totalDistribution;extended.commentsForUpdownListing;extended.commentsForNomenclature;extended.references;extended.commentsForAdditionalInformation;extended.additionalComments
11157;2018;2019;Peter Wind;Søren Grøntved;Almindelig hyld er hjemmehørende i Danmark. Arten er registreret i 1390 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Sambucus nigra;Almindelig hyld;National;;L.;Adoxaceae;Dipsacales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Almindelig hyld forekommer i bl.a. moser, fugtige og tørre løv- og nåleskove samt i krat i Danmark.
11158;2018;2019;Peter Wind;Søren Grøntved;Drue-hyld er hjemmehørende i Danmark. Arten er registreret i 855 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Sambucus racemosa;Drue-hyld;National;;L.;Adoxaceae;Dipsacales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Drue-hyld forekommer i de fleste egne af Danmark.
11162;2018;2019;Peter Wind;Søren Grøntved;Samel er hjemmehørende i Danmark. I forhold til Sørensen (1935) er dens udbredelse den samme i AFD (Hartvig 2015). Samel er registreret i 107 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Samolus valerandi;Samel;National;;L.;Theophrastaceae;Primulales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;Nordgrænsen for samels naturlige udbredelse går gennem Danmark (Hultén & Fries 1986).;;True;;;;;;;;;Samel vokser på strandenge og i strandrørsumpe og forekommer hist og her på Øerne og i Østjylland, hvor den er hyppigst mod syd. De nordligste forekomster i AFD er ved Randers Fjord (Hartvig 2015).
11167;2018;2019;Peter Wind;Søren Grøntved;;;Sanikel er hjemmehørende i Danmark. Sanikel er registreret i 414 ruder i AFD (Hartvig 2015). Det formodes at der gennemsnitligt er 2 lokaliteter pr. rude og dermed 828 lokaliteter. Ved 2x2 km2 metoden fremkommer forekomstarealet på 3312 km2. Artens er i nogen grad en gammelskovsart og dens habitat formodes således at være i vedvarende tilbagegang trods fremgang i det generelle skovareal.;;;Sanicula europaea;Sanikel;National;;L.;Apiaceae;Araliales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Sanikel er hyppig i Østjylland og på Øerne. I Vestjylland er arten sjælden eller manglende (Faurholdt & Schou 2004).
11178;2018;2019;Peter Wind;Søren Grøntved;Kornet stenbræk hjemmehørende i Danmark. I forhold til Hoff (1943) har arten samme udbredelse i AFD (Hartvig 2015). Kornet stenbræk er registreret i 965 ruder i AFD (Hartvig 2015). Den er gået noget tilbage på grund af tilgroning af dens voksesteder, men den kan omvendt kolonisere lysåbne steder på f.eks. vejkanter og græsarealer. Bestandsudvikling: Stabil.;;;;;Saxifraga granulata;Kornet stenbræk;National;;L.;Saxifragaceae;Saxifragales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Kornet stenbræk vokser på lysåben, tør jordbund i enge og på overdrev, strandoverdrev, grusgrave, vejrabatter mv. Den er ret almindelig over det meste af landet.
11189;2016;2019;Peter Wind;Søren Grøntved;;;Beregningen af EOO og AOO er foretaget med IUCN programmet GeoCAT. Kortet er suppleret med oplysninger fra NOVANA overvågningen (Søgaard et al. 2018), hvor gul stenbræk er registreret på følgende lokaliteter: Halkær, Krogens Møllebæk, Bredsgårde, Kvorning V, Kvorning Ø, Rosborg, Resen Bæk, Rødding og Binderup Ådal. Arten er forsvundet fra Dollerup og Kielstrup Sø, som derfor ikke indgår i beregningen.;Størrelsen af bestandene af gul stenbræk opgøres årligt i NOVANA overvågning, hvor antallet af blomstrende skud optælles. I perioden 2011-2016 er der henholdsvis optalt følgende antal skud: 2.257, 3.382, 2.363, 1.820, 3.618 og 3.509 (Søgaard et al. 2018). Tallene siger dog mere om blomstringsfrekvens end om den reelle bestandsstørrelse, der samlet set er i tilbagegang.;;Saxifraga hirculus;Gul stenbræk;National;;L.;Saxifragaceae;Saxifragales;Karplanter;EN;"B1ac; B2ac";;Terrestrisk;Mose og eng;Overgangskær;;Løv/stængler, Tørv;;;;;;;;;;;;;;;;;;;;;;;;;;;;Decreasing;80;Gul stenbræk har været fundet på 80 lokaliteter i Midt- og Nordjylland, Nordsjælland og et enkelt på Samsø. På grund af ophør af afgræsning, dræning og opdyrkning er mange af dens voksesteder groet til eller forsvundet.;;True;;;Gul stenbræk er en arkæofyt. Den vokser i lysåbne væld og vældmoser med sommerkøligt (7-8 grader) vand (paludellavæld). Arten er registreret i 7 ruder i AFD (Hartvig 2015). Af disse er den forsvundet fra Dollerup ved Hald Sø og Kielstrup Sø ved Mariager Fjord, mens den i forbindelse med NOVANA overvågningen er blevet fundet ved Resen Bæk, Rødding og i Binderup Ådal, mens bestanden ved Krogens Møllebæk ikke er registreret i AFD (Hartvig 215, Søgaard et al. 2018).;Gul stenbræk er udbredt i det nordligt tempererede og arktiske bælte i Europa, Asien og Nordamerika med montane forekomster mod syd. I Europa forekommer den på Island, De britiske Øer, Skandinavien og videre mod øst og desuden i Alperne, Karpaterne og Kaukasus. Den er sjælden de fleste steder, hyppigst på Island og i dele af Nordskandinavien. Sydvestgrænsen for artens nordeuropæiske udbredelse går gennem Danmark (Hultén & Fries 1986).;;;Hartvig 2015, Hoff 1943, Hultén & Fries 1986, Søgaard 2018;Gul stenbræk er ledeart for paludellavæld og fredet i Danmark.;Angivelsen af antallet af lokaliteter, arten tidligere har været kendt på i Danmark, er fremkommet ved at optælle antallet af prikker på udbredelseskortet i TBU-afhandlingen (Hoff 1943).
11176;2018;2019;Peter Wind;Søren Grøntved;Trekløft-stenbræk hjemmehørende i Danmark. I forhold til Hoff (1943) synes arten at være blevet sjældnere på de naturlige voksesteder i AFD, mens den har etableret sig bl.a. på jernbaneterræner (Hartvig 2015). Trekløft stenbræk er registreret i 234 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Saxifraga tridactylites;Trekløft-stenbræk;National;;L.;Saxifragaceae;Saxifragales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Trekløft-stenbræk vokser på tør, sandet, ofte noget kalholdig jordbund på brakmarker, skrænter og overdrev. Arten er i nyere tid blevet hyppig på baneterræn, hvor den kan optræde i store mængder. Den forekommer hist og her i det meste af landet, sjældnere i Vest- og Nordjylland
11177;2018;2019;Peter Wind;Søren Grøntved;;;Beregningen af EOO og AOO er foretaget med IUCN programmet GeoCAT. I forhold til statusartiklen (Bruun 1997) er vellugtende skabiose registreret på de samme lokaliteter i AFD (Hartvig 2015). Arten har få og ofte fåtallige bestande på udsatte steder (Søren Grøntved Christiansen pers.meddl. 2019). Dens bestandsudvikling anses derfor at være i tilbagegang.;;;Scabiosa canescens;Vellugtende skabiose;National;;Waldst. & Kit.;Dipsacaceae;Dipsacales;Karplanter;VU;"B1ab; B2ab";;Terrestrisk;Græsland og hede;Sandgræsland, Tørgræsland;;Bar jord/sand, Fint/groft sand;;;;;;;;;;;;;;;;;;;;;;;;;;;;Decreasing;22;Vellugtende skabiose er i Danmark udelukkende fundet i Vest- og Nordvestsjælland. I Hansen (1951) var arten registreret på 22 lokaliteter i samme område, som den nu er registreret i AFD (Hartvig 2015). Af årsager til artens tilbagegang siden TBU (Hansen 1951) anføres tilgroning efter græsningsophør, grusgravning, opdyrkning og gødskning (Bruun 1997).;;True;;;Vellugtende skabiose er en hjemmehørende akæofyt. Den vokser på overdrev- og kystskrænter og kendes nu fra følgende 8 voksesteder: Langebjerg, Tissø, Kaldred, Sanddobberne, Disbjerg, Hvideklint, Røvballerne og Ordrup Strand (Bruun 1997). Vellugtende skabiose er registreret på 8 lokaliteter i 8 ruder i AFD (Hartvig 2015).;Vellugtende skabiose har et ret begrænset centraeuropæisk udbredelsesområde, der især dækker det østlige Frankrig, Tyskland og østpå til dele af Polen og Ungarn. Nordgrænsen udgøres af de danske og skånske forekomster, mens arten mod syd når det nordlige Balkan (Hansen 1951, Hultén & Fries 1986).;;;Bruun 1997, Hansen 1951, Hartvig 2015, Hultén & Fries 1986;;Angivelsen af antallet af lokaliteter, arten tidligere har været kendt på i Danmark, er fremkommet ved at optælle antallet af prikker på udbredelseskortet i TBU-afhandlingen (Hansen 1951).
11185;2018;2019;Peter Wind;Søren Grøntved;;;Beregningen af EOO og AOO er foretaget med IUCN programmet GeoCAT. Siden Hansen (1951) er due-skabiose forsvundet fra mange af sine lokaliteter, især i indlandet i AFD (Hartvig 2015). Artens bestandsudvikling er i tilbagegang. Der er flere eksempler på udsåning af arten på bl.a. vejkanter, bl.a. ved Vejle og Århus, som ikke indgår i arealberegningerne.;;;Scabiosa columbaria;Due-skabiose;National;;L.;Dipsacaceae;Dipsacales;Karplanter;NT;"B1b; B2b";;Terrestrisk;Græsland og hede;Kalkgræsland, Tørgræsland;;Bar jord/sand, Kalk, Muld;;;;;;;;;;;;;;;;;;;;;;;;;;;;Decreasing;72;I forhold til Hansen (1951) er due-skabiose forsvundet på mange dens lokaliteter i AFD, især i indlandet (Hartvig 2015). Artens tilbagegang sker primært på baggrund af rekreativ udnyttelse af dens foretrukne voksesteder.;;True;;;Due-skabiose er en hjemmehørende arkæofyt. Arten er registreret i 83 ruder i AFD (Hartvig 2015).;Due-skabiose findes i det meste af Europa, hvor nordgrænsen går gennem England, Danmark, Sydsverige og Estland. På Den Iberiske Halvø forekommer arten kun sporadisk og mod øst når den til Kaukasus (Hultén & Fries 1986).;;;Hansen 1951, Hartvig 2015, Hultén & Fries 1986;Due-skabiose har østlig udbredelse i Danmark, hvor den vokser hist og her overdrev- og kystskrænter, strandoverdrev og -volde på Sjælland, Møn og Lolland-Falster samt Nordfyn og ved Vejle (Hartvig 2015). Arten udsås også på vejskrænter, som tilfældet er det ved Yderup vest for Århus (P. Wind, pers.obs. 2014).;Angivelsen af antallet af lokaliteter, arten tidligere har været kendt på i Danmark, er fremkommet ved at optælle antallet af prikker på udbredelseskortet i TBU-afhandlingen (Hansen 1951).
9927;2018;2019;Peter Wind;Søren Grøntved;Strand-svingel er hjemmehørende i Danmark. Strand-svingel er registreret i 752 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil eller i fremgang som følge af, at arten spreder sig til vejrabatter og -skrænter.;;;;;Schedonorus arundinaceus;Strand-svingel;National;;(Schreb.) Dumort.;Poaceae;Poales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Strand-svingel er almindelig i det meste af Danmark, især på Øerne og i Østjylland. I de senere år har den sekundært spredt sig til vejrabatter i de næringsrige dele af Danmark.
9936;2018;2019;Peter Wind;Søren Grøntved;Kæmpe-svingel er hjemmehørende i Danmark. I forhold til Pedersen (1974) er dens udbredelse og hyppighed den samme i AFD (Hartvig 2015). Kæmpe-svingel er registreret i 756 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Schedonorus giganteus;Kæmpe-svingel;National;;(L.) Holub;Poaceae;Poales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Kæmpe-svingel er almindelig i den østlige del af Nordjylland, i Østjylland og på Øerne. Den er hist og her eller manglende i den øvrige del af Danmark.
9934;2018;2019;Peter Wind;Søren Grøntved;Eng-svingel er hjemmehørende i Danmark. Arten er registreret i 1013 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Schedonorus pratensis;Eng-svingel;National;;(Huds.) P. Beauv.;Poaceae;Poales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Eng-svingel anses for at være hjemmehørende på ferske, kystnære enge. Den er samtidig blev indført med græsblandinger og dyrket på enge og græsmarker, da den er højtydende.
11191;2016;2019;Peter Wind;Søren Grøntved;;;Beregningen af EOO og AOO er foretaget med IUCN programmet GeoCAT.Kortet er suppleret med Farsø Mose i Rold Skov. (Wind 1994) og Tokkerup Mose i Grib Skov (P. Wind, pers.obs. 2016). På flere lokaliteter optræder blomstersiv i stabile bestande med mange blomstrende individer. Samlet set er bestandsudviklingen for arten i tilbagegang.;;;Scheuchzeria palustris;Blomstersiv;National;;L.;Scheuchzeriaceae;Zosterales;Karplanter;EN;B2ac;;Terrestrisk;Mose og eng;Fattigkær;;Tørv;;;;;;;;;;;;;;;;;;;;;;;;;;;;Decreasing;31;Blomstersiv er registreret på 31 lokaliteter med hovedforekomst i Nordsjælland (Mikkelsen 1943). Den er forsvundet fra Stevns og Falster (Faurholdt 2006a, Larsen 1989). På Sydfyn og i Lille Vildmose er bestandene truet af vegetationsudviklingen, der ændrer voksestedet fra hængesæk til højmose. Dette er allerede sket i Skidendam i Teglstrup Hegn, hvor bestanden af blomstersiv er forsvundet (Tranberg et al. 2007). I Mikkelsen (1943) var blomstersiv registreret på 3 gange så mange lokaliteter som i AFD, hvor arten især er gået tilbage på Sjælland (Hartvig 2015).;;False;;;Blomstersiv er en arkæofyt. Den vokser i hængesæk gerne i randen af søer. Arten er registreret i 9 ruder i AFD (Hartvig 2015).;Blomstersivs naturlige hovedforekomstområde er Central- og Nordøsteuropa samt i det meste af Skandinavien og Centralsibien. Hertil kommer spredte forekomster i Frankrig og England (Hultén & Fries 1986).;;;Faurholdt 2006a, Hartvig 2015, Hultén & Fries 1986, Larsen 1989, Mikkelsen 1943;;Angivelsen af antallet af lokaliteter, arten tidligere har været kendt på i Danmark, er fremkommet ved at optælle antallet af prikker på udbredelseskortet i TBU-afhandlingen (Mikkelsen 1943).
11186;2018;2019;Peter Wind;Søren Grøntved;Sø-kogleaks er hjemmehørende i Danmark. Arten er registreret i 462 ruder i AFD. Den er muligvis underrapporteret, da mange sø-forekomster har været vanskeligt tilgængelige (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Schoenoplectus lacustris;Sø-kogleaks;National;;(L.) Palla;Cyperaceae;Cyperales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Sø-kogleaks danner rørskove i næringsrige søer, grøfter og vandløb. Den er fundet hist og her over det meste af landet, sjældnere i Nord- og Vestjylland.
11192;2018;2019;Peter Wind;Søren Grøntved;Blågrøn kogleaks er hjemmehørende i Danmark. Arten er registreret i 623 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Schoenoplectus tabernaemontani;Blågrøn kogleaks;National;;(C.C.Gmel.) Palla;Cyperaceae;Cyperales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Blågrøn kogleaks vokser på næringsrig ferskvandspåvirket jordbund. Arten forekommer i den vældpåvirkede zone i standenge og strandrørsumpe samt ved damme, søer og i kalkkær. Den er almindelig langs kysterne de fleste steder i Danmark.
11206;2018;2019;Peter Wind;Søren Grøntved;;;Beregningen af EOO og AOO er foretaget med IUCN programmet GeoCAT. Rust-skæne har holdt stand på dens sidste fire lokaliteter i de sidste 10 år.;;;Schoenus ferrugineus;Rust-skæne;National;;L.;Cyperaceae;Cyperales;Karplanter;VU;D2;;Terrestrisk;Mose og eng;Rigkær;;Bar jord/sand, Kalk, Muld;;;;;;;;;;;;;;;;;;;;;;;;;;;;Decreasing;22;Rust-skæne har været registreret på 22 lokaliteter i Danmark især i kalkområderne i Himmerland og vest for København, samt ved Grønsund på Møn og i Finnedal på Bornholm (Wiinstedt 1943). I forhold til Wiinstedt (1943) er arten blevet sjældnere i AFD (Hartvig 2015).;;False;;;Rust-skæne er en arkæofyt. Den vokser på fugtig, lysåben, kalkholdig bund i vældpåvirkede kær. Den er meget sjælden og kendt fra Vasby Mose ved København, Nørlund Skov i Himmerland, ved True Sø i Kastbjerg ådal og i Øster Bjerregrav Mose i Skals Ådal. I Vasby Mose er der en livskraftig bestand (K. Ravn-Jonsen pers.comm. 2008). Selv om der er ryddet på lokalieteten i Nørlund Skov er der kun et fåtal af tuer (P. Wind, pers.obs. 2014). Rust-skæne er registreret på 4 lokaliteter i 4 ruder i AFD (Hartvig 2015).;Rust-skæne har en begrænset udbredelse i Europa. Arten har nordgrænse i Mellemskandinavien og når mod øst det vestlige Rusland. Mod syd når udbredelsen det nordlige Balkan og mod vest til Frankrig (Hultén & Fries 1986). Den er uddød på De britiske Øer, hvor den var kendt fra Skotland (Stace 2010).;;;Hartvig 2015, Hultén & Fries 1986, Stace 2010, Wiinstedt 1943;;Angivelsen af antallet af lokaliteter, arten tidligere har været kendt på i Danmark, er fremkommet ved at optælle antallet af prikker på udbredelseskortet i TBU-afhandlingen (Wiinstedt 1943).
11196;2018;2019;Peter Wind;Søren Grøntved;;;Beregningen af EOO og AOO er foretaget med IUCN programmet GeoCAT. Sort skænes udbredelse er uforandret i forhold til kortlægningen af ekstremrigkær i 1987 (Wind 1988).;Den største bestand af sort skæne med 704 tuer forekommer i Vandplasken ved Skallerup, mens den i Lisbjerg Mose er lille - i 2000 var der 32 tuer (Wernberg 2000).;;Schoenus nigricans;Sort skæne;National;;L.;Cyperaceae;Cyperales;Karplanter;NT;"B1a; B2a";;Terrestrisk;Mose og eng;Fersk natureng, kalkrig, Rigkær;;Bar jord/sand, Kalk, Muld;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;22;Sort skæne har været kendt fra 22 voksesteder, flest i Nordvestjylland samt i Midt- og Østjylland, på Nordfyn, Bornholm og i Hornsherred. Den er gået tilbage på grund af afvandning, opdyrkning og tilgroning af dens voksesteder. I forhold til Wiinstedt (1943) er arten blevet mindre hyppig i Nordvestjylland og på Fyn, mens den er forsvundet fra Østjylland, Sjælland og Bornholm i AFD (Hartvig 2015).;;True;;;Sort skæne er en arkæofyt. Den vokser på kalkholdig, fugtig bund i moser, kær og klitlavninger. Den forekommer på flere lokaliteter omkring Skallerup syd for Hirtshals, ved Øsløs, i Hansted-reservatet, på Risum Enge og ved Aggersund ved Limfjorden samt i Lisbjerg Mose på Nordfyn. Sort skæne er registreret på 13 lokaliteter i 6 ruder i AFD (Hartvig 2015).;Sort skæne er udbredt i den vestlige del af Europa, ved Middelhavet og med spredte forekomster i det sydlige Rusland, Kaukasus og den vestligste del af Himalaya. I Europa går nordgrænsen over Skotland, Danmark gennem Sydsverige med Øland og Gotland til De baltiske Stater. Den forekommer i hele Middelhavsområdet og Nordafrika, men er hyppigst i den vestlige del (Hultén & Fries 1986).;;;Hartvig 2015, Hultén & Fries 1986, Wernberg 2000, Wiinstedt 1943, Wind 1988;;Angivelsen af antallet af lokaliteter, arten tidligere har været kendt på i Danmark, er fremkommet ved at optælle antallet af prikker på udbredelseskortet i TBU-afhandlingen (Wiinstedt 1943).
11200;2018;2019;Peter Wind;Søren Grøntved;Skov-kogleaks er hjemmehørende i Danmark. I forhold til Wiinstedt (1943) synes arten generelt at være blevet hyppigere i AFD (Hartvig 2015). Skov-kogleaks er registreret i 556 ruder i AFD (Hartvig 2015). Bestandsudvikling: I fremgang.;;;;;Scirpus sylvaticus;Skov-kogleaks;National;;L.;Cyperaceae;Cyperales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Increasing;;;;False;;;;;;;;;Skov-kogleaks vokser på fugtig, næringsrig bund i skovsumpe, langs grøfter og åbredder, i enge og vældpåvirkede kær. Den forekommer hist og her på Øerne og i Østjylland, sjælden eller stedvis manglende i det øvrige Jylland.
11213;2018;2019;Peter Wind;Søren Grøntved;Bakke-knavel er hjemmehørende i Danmark. Arten er registreret i 414 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Scleranthus annuus subsp. polycarpos;Bakke-knavel;National;;(L.) Bonnier & Layens;Caryophyllaceae;Caryophyllales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Bakke-knavel vokser i de dele af Danmark, hvor overdrev forekommer.
11202;2018;2019;Peter Wind;Søren Grøntved;Flerårig knavel er hjemmehørende i Danmark. I forhold til Pedersen (1959) er arten generelt blevet sjældnere i AFD, men har dog holdt stand ved kysterne og i podsolområderne i det indre Jylland (Hartvig 2015). Flerårig knavel er registreret i 288 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil, da arten ofte indfinder sig på braklagte sandmarker.;;;;;Scleranthus perennis;Flerårig knavel;National;;L.;Caryophyllaceae;Caryophyllales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Flerårig knavel forekommer i de fleste egne af Danmark, især mod vest og det gerne på sandjord.
11211;2018;2019;Peter Wind;Søren Grøntved;Lav skorsoner er en hjemmehørende arkæofyt i Danmark. I forhold til Pedersen (1961b) er arten generelt blevet sjældnere i AFD. På Sjælland forekommer den fortrinsvis på gravhøje (Hartvig 2015). Arten er registreret i 429 ruder i AFD (Hartvig 2015). Der er så mange bestande på landsplan, at en evt. mindre fremtidig tilbagegang ikke er en trussel for arten. Den er i øvrigt i stand til at sprede sig til bl.a. vejrabatter og vejskrænter.;;;;;Scorzonera humilis;Lav skorsoner;National;;L.;Asteraceae;Asterales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;Hartvig 2015;;Lav skorsoner vokser på overdrev, skrænter, græsheder og i lysåbne egekrat samt sekundært på vejrabatter.
10320;2018;2019;Peter Wind;Søren Grøntved;Høst-borst er hjemmehørende i Danmark. Arten er registreret i 1354 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil eller i fremgang, da arten spreder sig til sekundære voksteder som vejrabatter og i bymæssig bebyggelse.;;;;;Scorzoneroides autumnalis;Høst-borst;National;;(L.) Moench;Asteraceae;Asterales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Increasing;;;;False;;;;;;;;;Høst-borst forekommer i de fleste egne af Danmark. Arten spreder sig til vejrabatter, græsrabatter og andre steder med kulturpåvirket, gerne saltpræget jordbund.
11221;2018;2019;Peter Wind;Søren Grøntved;Knoldet brunrod er hjemmehørende i Danmark. Arten er registreret i 894 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Scrophularia nodosa;Knoldet brunrod;National;;L.;Scrophulariaceae;Scrophulariales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Knoldet brunrod forekommer i de fleste egne af Danmark, især i morænelersegnenene i den østlige del af Jylland og på Øerne.
11212;2018;2019;Peter Wind;Søren Grøntved;Vand-brunrod er hjemmehørende i Danmark. I forhold til Pedersen (1963) synes arten generelt at være blevet sjældnere i hele udbredelsesområdet i AFD, men synes dog at være hyppigere på Østfyn og Langeland (Hartvig 2015). Vand-brunrod er registreret i 97 ruder i AFD (Hartvig 2015). Den har stadig så mange bestande på landsplan, at en evt. mindre fremtidig tilbagegang ikke er en trussel for arten.;;;;;Scrophularia umbrosa;Vand-brunrod;National;;L.;Scrophulariaceae;Scrophulariales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nordgrænsen for vand-brunrods udbredelse går fra Skotland over Danmark til Uppsalaegnen i Sverige (Hultén & Fries 1986).;;True;;;;;;;;;Vand-brunrod forekommer især ved Randers, i Sydøstjylland, på Fyn, Ærø, Langeland, Lolland, Falster, Møn, Bornholm og Sjælland (Hartvig 2015).
11215;2018;2019;Peter Wind;Søren Grøntved;Almindelig skjolddrager er hjemmehørende i Danmark. Arten er registreret i 901 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Scutellaria galericulata;Almindelig skjolddrager;National;;L.;Lamiaceae;Lamiales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Almindelig skjolddrager er almindelig i Østdanmark og på Bornholm, hist og her i Nordjylland og Himmerland og meget sjælden i Vestjylland.
11217;2018;2019;Peter Wind;Søren Grøntved;;;Spydbladet skjolddrager er registreret i én rude i AFD (Hartvig 2015). AOO beregnes ved at multiplicere antallet af ruder med 4km2.;;;Scutellaria hastifolia;Spydbladet skjolddrager;National;;L.;Lamiaceae;Lamiales;Karplanter;CR;B2ab;;Terrestrisk;Græsland og hede, Kyst;Sandgræsland, Tørgræsland, Strand, stenet;;Bar jord/sand, Fint/groft sand;;;;;;;;;;;;;;;;;;;;;;;;;;;;Decreasing;5;Spydbladet skjolddrager har været registreret på 5 lokaliteter, 3 på vestkysten af Bornholm mellem Hasle og Hammerknuden og én ved Neksø (Pedersen 1969) og ved Gedser (Faurholdt 2006a). Der forekommer fortsat en livskraftig bestand på en stenet strandvold ved Helligpeder på Bornholms vestkyst (P. Wind, pers. obs. 2016), mens den er forsvundet fra de øvrige lokaliteter.;;True;;;Spydbladet skjolddrager er en hjemmehørende arkæofyt. Den anses kun for at være indigen på Bornholms nordvestkyst samt ved Neksø, hvor den ikke er blevet registreret i 100 år (Hartvig 2015). Hertil kommer fundet af 17 planter på stranden ved Gedser i 1980, hvor den ikke er fundet siden (Faurholdt 2006). Arten er registreret i én rude i AFD (Hartvig 2015).;Spydbladet skjolddrager har en øst- og sydøsteuropæisk, kontinental udbredelse. Der er isolerede forekomster i Nordspanien, Frankrig, Italien, England og Tyskland, og en mere sammenhængende udbredelse fra det baltiske omåde, Østeuropa og det nordlige Balkan og mod øst til Centralasien. Nordvestgrænsen for artens udbredelse går gennem Danmark (Hultén & Fries 1986).;;;Faurholdt 2006a, Hartvig 2015, Hultén & Fries 1986, Pedersen 1969;;Angivelsen af antallet af lokaliteter, arten tidligere har været kendt på i Danmark, er fremkommet ved at optælle antallet af prikker på udbredelseskortet i TBU-afhandlingen (Pedersen 1969).
11214;2018;2019;Peter Wind;Søren Grøntved;Bidende stenurt er hjemmehørende i Danmark. Arten er registreret i 1208 ruder i AFD (Hartvig 2015). Bestandsudvikling: Stabil.;;;;;Sedum acre;Bidende stenurt;National;;L.;Crassulaceae;Saxifragales;Karplanter;LC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stable;;;;False;;;;;;;;;Bidende stenurt forekommer i de fleste egne af Danmark især i morænelersegnene.
